name,sector,address,city,country,email,phone,owner,safety_grievances,pay_grievances,conditions_grievances,treatment_grievances,workload_grievances
EcoTech Innovations,Technology,204 Tech Ave.,TechVille,TechLand,support@ecotechinnovations.com,9900223348,Jordan Green,0,0,0,0,0
GreenMedia Productions,Media,1100 Media Ave.,MediaCity,MediaLand,support@greenmediaproductions.com,9900222233,Chris Film,0,0,0,0,0
LogisticsPro,Logistics,1010 Transport Ave,Logistics City,MoveLand,support@logisticspro.com,1212233445,Mover Swift,0,2,1,1,1
SolarTech Enterprises,Renewable Energy,1212 Solar Ave,SunCity,SolarWorld,info@solartechenterprises.com,2234567890,Sun Innovations,0,0,0,0,0
Protectorate Services,Security,1000 Secure St,Safe City,Secureland,contact@protectorate.com,1612345678,Taylor Guard,0,0,0,0,0
EduSmart,Education,78 Knowledge Ave,Learnville,EduNation,info@edusmart.com,2233445566,Emma Scholar,0,0,0,0,0
Aqua Marine Co.,Marine,50 Ocean Drive,Seaside,Aquatica,info@aquamarineco.com,9876543210,Oceanic Ventures,0,0,0,0,0
Savory Snacks,Food & Beverage,456 Tasty Avenue,Culinary City,Foodland,hello@savorysnacks.com,6677889908,Chef Spice,0,0,0,0,0
EntertainmentHub,Entertainment,1212 Fun St,Entertainment City,JoyLand,info@entertainmenthub.com,1434455667,Entertainer Joy,2,1,0,1,3
Fitness Fanatics,Fitness,1010 Workout Way,Fit City,USA,support@fitnessfanatics.com,3344552233,Chris Taylor,0,0,0,0,0
Health Solutions,Healthcare,456 Wellness Blvd,Healthtown,Careland,contact@healthsolutions.com,9876543210,Pat Healer,0,0,0,0,0
EduLearn Institute,Education,400 Knowledge St,Learnville,EduNation,support@edulearn.com,1098765432,Casey Learn,0,0,0,0,0
Culinary Arts,Food & Beverage,61 Gourmet Street,Foodtown,Culinaryland,info@culinaryarts.com,6677889905,Chef Artist,0,0,0,0,0
EcoLivng Homes,Real Estate,909 Green St,EcoTown,Greenland,contact@ecoliving.com,1122334455,Eco Builder,0,0,0,0,0
AgriGrowth,Agriculture,987 Farm Rd,Harvest Town,USA,contact@agrigrowth.com,4455667788,Farmer Fields,0,0,0,0,0
Eco Transport,Transportation,505 Greenway,Eco City,Sustainia,contact@ecotransport.com,1666777888,Evan Drive,0,0,0,0,0
UrbanBuild Construction,Construction,505 Build Avenue,Construct City,Buildland,contact@urbanbuild.con,9988776655,Brick Mason,0,0,0,0,0
HealthFirst Inc,Healthcare,101 Wellness Way,HealthCity,CareLand,contact@healthfirst.com,4567890123,Care Group,0,0,0,0,0
Foodies Delight,Food & Beverage,600 Gourmet Rd.,Food City,Cuisineland,contact@foodiesdelight.com,5566778899,Gordon Chef,0,0,0,0,0
ClearWater Solutions,Utilities,104 Waterway Blvd,Hydro City,Aquatica,info@clearwater.com,1122334458,Casey Lake,0,0,0,0,0
UrbanBuild Partners,Construction,303 Builder Ave,Construct City,Buildland,partners@urbanbuild.co,1122446688,Sam Partner,0,0,0,0,0
AgriGrowth Farms,Agriculture,987 Harvest Rd,Farmville,Agroland,contact@agrigrowthfarms.com,6677889900,Alex Agro,0,0,0,0,0
Foodies Delight,Food & Beverage,56 Gourmet Rd,Culinary City,Gastronomia,hello@foodiesdelight.com,6677889900,Mia Cook,0,0,0,0,0
Green Energy Corp,Energy,200 Solar St,Eco City,Greenland,info@greenenergy.com,9876543210,Emma Green,0,0,0,0,0
TeachInnovate,Education,113 Learning Ave,Knowledge Town,Learnia,contact@teachinnovate.com,4455667700,Morgan Teach,0,0,0,0,0
CarePlus Health,Healthcare,305 Wellness Blvd,Health City,Careland,info@careplus.com,1122334457,Alex Care,0,0,0,0,0
AgriGrowth,Agriculture,12 Farm Road,Agrotown,Farmville,contact@agrigrowth.com,9988776655,Farmer Joe,0,0,0,0,0
FinTech Pioneers,Finance,1200 Money St,Finance City,Wealthland,info@fintechpioneers.com,1555000666,Noah F.,0,0,0,0,0
EduTech,Education,606 Learning Blvd,Edu City,Learnland,info@edutech.com,6609876543,Educator Eve,0,0,0,0,0
AutoDrive Motors,Automotive,44 Speed Blvd,AutoCity,DriveNation,support@autodrivemotors.com,9012345678,Drive Holdings,0,0,0,0,0
Dreamland Productions,Media,1212 Vision Blvd,Media City,Dreamland,contact@dreamlandproductions.com,1122334455,Ms. Creative Dream,0,0,0,0,0
EcoGreen Energi,Energy,5678 Solar Road,Green City,Sustainland,info@ecogreen.energy,1777000222,Pat Green,0,0,0,0,0
EcoFinance Solutions,Finance,810 Finance Ave.,FinanceCity,FinanceLand,solutions@ecofinance.com,9900889905,Jordan Money,0,0,0,0,0
GreenTech Solutions,Technology,321 Innovation Dr,TechVille,USA,contact@greentech.com,1987654324,Bob Brown,0,0,0,0,0
Foodies Delight,Food & Beverage,404 Gourmet Road,Culinary City,Foodland,hello@foodiesdelight.com,1556677889,Gourmet Group,0,0,0,0,0
FoodieDelight Catering,Food Services,900 Gourmet Ave,Foodtown,Cuisineland,info@foodiedelight.sol,9900112233,Chef Cook,0,0,0,0,0
EduSmart,Education,456 Learning Lane,Edu City,Learnland,support@edusmart.com,3456789012,Prof. Jane Educate,0,0,0,0,0
Auto Innovators Alliance,Automotive,609 Drive Ave,Car City,Autoland,alliance@autoinnovators.auto,5678901249,Auto Leader,0,0,0,0,0
Foodies Delight,Food & Beverage,753 Gourmet St,Culinary Town,Foodland,contact@foodiesdelight.com,1667788990,Gordon Chef,0,0,0,0,0
EduTech Innovators,Education,987 Learning Lane,Eduville,Learnland,contact@edutechinnovators.com,4433221100,Prof. Edu Wise,0,0,0,0,0
Constructo Logistics,Construction,337 Builder St.,Constructopolis,Buildland,logistics@constructo.com,5566778899,A. Jordan,0,0,0,0,0
KnowledgeBase,Education,789 Knowledge Rd,Learn City,Educatia,support@knowledgebase.edu,1122334455,Dr. Mentor,0,0,0,0,0
EduFuture,Education,789 Knowledge Blvd,LearnCity,EduNation,support@edufuture.com,1122334455,Chris Learn,0,0,0,0,0
MediaWave Productions Inc.,Media,909 Broadcast Blvd,Media City,Waveland,contact@mediawave.com,9900112234,Jamie Broadcast,3,2,2,1,2
Foodies Delight,Food & Beverage,159 Gourmet St,TasteTown,FlavorLand,info@foodiesdelight.com,4455667788,Frank Chef,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Blvd,TechCity,InnovateLand,contact@techinnovators.com,1234567890,John Doe,0,0,0,0,0
Tech Innovators,Technology,123 Tech Ave,Innovate City,Techland,contact@techinnovators.com,1234567890,Alex Tech,0,0,0,0,0
Tech Pioneers,Technology,12000 Innovate Ave,TechCity,FutureLand,info@techpioneers.com,123456789,Kara Gold,0,0,0,0,0
BuildIt Construction,Construction,600 Builder Street,Construct City,BuildLand,info@buildit.com,9988776655,Taylor Builder,0,0,0,0,0
FreshByte Foods,Food & Beverage,1111 Taste Avenue,Flavor City,Gourmetland,contact@freshbyte.food,1999000111,Sam Flavor,0,0,0,0,0
Innovative Machines,Manufacturing,123 Industrial Ave,Techville,Innovatia,support@innovativemachines.com,1234567890,Jordan Forge,0,0,0,0,0
HealthFirst Clinic,Healthcare,104 Health Blvd,MedCity,Healthland,support@healthfirstclinic.com,1231231237,Dr. Heal,4,1,3,4,5
Foodies Delight,Food & Beverage,321 Gourmet Rd,Food Town,Culinaryland,info@foodiesdelight.com,1223344556,Chef Cook,0,0,0,0,0
GreenConstruct Ltd.,Construction,202 Green St,Eco City,GreenLand,contact@greenconstruct.com,9876543210,Sam Green,0,0,0,0,0
AgriGrowth Farms,Agriculture,300 Harvest Road,Farmtown,Agroland,support@agrigrowth.com,1122446688,Harvest Group,0,0,0,0,0
TechNova Solutions,Technology,12 Innovation Drive,Techville,Innovatia,contact@technova.sol,1234567890,Alex Tech,0,0,0,0,0
FinSecure Financial,Finance,124 Money Blvd,Banktown,Finland,info@finsecurefinancial.com,5566778898,Alice Money,0,1,0,0,1
Foodies Delight,Food & Beverage,8080 Gourmet Lane,Food City,Cuisineland,info@foodiesdelight.com,6699887766,Gourmet Leader,0,0,0,0,0
RetailHub Stores,Retail,707 Shop St,RetailCity,ShopLand,support@retailhubstores.com,7890123456,Shop Group,0,0,0,0,0
TechnoGearz Group,Technology,112 Innovation Drive,Techville,Innovatia,group@technogears.tech,1234567801,Morgan Gear,0,0,0,0,0
Tech Pioneers,Technology,201 Silicon Ave,Techville,Innovatia,info@techpioneers.com,1234567891,Tony Musk,0,0,0,0,0
GreenEnergy,Energy,202 Power Lane,Energy City,Renewland,contact@greenenergy.com,1556677999,Taylor Power,0,0,0,0,0
Fresh Foods Company,Food & Beverage,102 Market St,Foodtown,Culinary,info@freshfoodscompany.com,2233445567,Diana Fresh,1,1,1,1,1
EcoClean Services,Cleaning,789 Clean St,Clean City,Cleantopia,info@ecoclean.com,1323344556,Cleaner Green,0,0,0,0,0
Health First,Healthcare,300 Wellness Blvd,Health City,Careland,support@healthfirst.com,3456789012,Carol Health,0,0,0,0,0
Blue Ocean Ventures,Marine,456 Ocean Dr,Seaside,Aquatica,contact@blueocean.com,5566778899,Captain Blue,0,0,0,0,0
Auto Pioneers,Automotive,5050 Wheel Way,Auto City,Carland,contact@autopioneers.com,9876543219,Henry Driver,0,0,0,0,0
TechNova Innovations,Technology,100 Tech Park,InnovateCity,TechLand,info@technova.com,1234567890,Sophia Green,0,0,0,0,0
WellCare Clinics,Healthcare,789 Wellness Blvd,Health City,CareLand,contact@wellcareclinics.com,9988776655,Pat C.,0,0,0,0,0
Foodies Delight,Food & Beverage,700 Gourmet St,Taste Town,Flavorland,info@foodiesdelight.com,6677889900,Jamie Chef,0,0,0,0,0
AgriGrowth,Agriculture,1111 Farm Lane,AgriCity,Farmville,info@agrigrowth.com,1990011223,Farmer Green,0,0,0,0,0
GreenTech Systems,Technology,1400 System Dr.,TechVille,TechLand,info@greentechsystems.com,9900223354,Chris Green,0,0,0,0,0
Urban Developers,Construction,321 Build Ave,Construct City,Buildland,contact@urbandevelopers.com,9988776655,Builder Bob,0,0,0,0,0
Travel Adventures,Travel,900 Explore Rd,TravelTown,WanderLand,info@traveladventures.com,6688776655,Mr. Wander Lust,0,0,0,0,0
GreenFuture,Environmental,3000 Green St,EcoCity,Sustainia,info@greenfuture.com,1122334455,Pat G. Earth,0,0,0,0,0
TechLand Dynamics,Technology,145 Innovation Blvd,TechVille,TechLand,dynamics@techland.com,1234567812,Taylor Tech,0,0,0,0,0
TechPioners,Information Technology,127 Innovation Dr.,Techville,Futuristan,contact@techpioners.com,1234567894,Alexis Quantum,0,0,0,0,0
EduTech Pioneers,Education,404 Learning Ln,EduCity,Learnland,info@edutechpioneers.com,5566778899,George Learn,1,1,1,1,1
Buildland Constructors,Construction,331 Builder Street,Constructopolis,Buildland,info@buildland.con,5566778893,Jamie Jordan,0,0,0,0,0
EduTech Pioneers,Education Technology,654 Learning Lane,EduCity,LearnLand,info@edutechpioneers.com,4456789023,Prof. Teach,0,0,1,1,0
TrackLogistics,Logistics,1500 Transport Ave,Logi City,TrackLand,support@tracklogistics.com,9900666678,Jamie Track,0,0,0,0,0
BroadcastNet,Media,909 Broadcast Blvd,Media City,Medialand,support@broadcastnet.com,1011121316,Ivy News,0,0,0,0,0
EduCity Innovations,Education,5001 Learning Lane,EduCity,LearnLand,contact@educityinnovations.com,3344556677,Michael Brown,0,0,0,0,0
Eco Energy Solutions,Energy,208 Solar St,Eco City,Sustainland,solutions@ecoenergy.com,9876543217,Eco Innovator,0,0,0,0,0
EduTech,Education,500 Learning Rd,Edu City,Learnland,info@edutech.com,1334455667,Professor Smith,0,0,0,0,0
TravelWise,Travel,505 Journey Rd,Travel City,Voyageland,contact@travelwise.voyage,8901234567,Travel Expert,0,0,0,0,0
UrbanDesign Architects,Architecture,321 Design St,Design City,Archland,contact@urbandesignarchitects.com,1777888999,Mr. Design Visionary,0,0,0,0,0
BuildSmart,Construction,555 Construct Cir,BuildCity,BuildLand,info@buildsmart.com,8899001122,Jack Builder,0,0,0,0,0
FashionLeaders,Retail,417 Style Street,Fashion City,Trendland,info@fashionleaders.retail,5566778899,Taylor Trend,0,0,0,0,0
AeroDynamicz Inc.,Aviation,1515 Flight Road,Aero City,Flyland,info@aerodynamicz.inc,1122334455,Jordan Dynamics,0,0,0,0,0
Food Future,Food & Beverage,900 Gourmet Rd,FoodVille,TasteLand,contact@foodfuture.com,7788990011,George Taste,0,0,0,0,0
Solaris Energy,Energy,321 Solar Street,SunCity,EnergyLand,contact@solarisenergy.com,4567890123,Sunny Ray,2,1,2,0,2
TechBuild Holdings,Technology,110 Tech Park,Tech City,TechLand,holdings@techbuild.com,1234567800,Sam Tech,0,0,0,0,0
Food Innovators Co,Food & Beverage,202 Culinary Ave,Gourmet City,Foodland,info@foodinnovators.food,5678901234,Chef Supreme,0,0,0,0,0
Fashion Forward,Retail,808 Style St,Fashion City,Trendland,contact@fashionforward.com,8899001122,Chic Trend,3,4,3,4,3
Blue Sky Shipping,Logistics,12 Dockside,Porttown,Shipland,info@blueskyshipping.com,1777888999,Chris Sail,0,0,0,0,0
Quantum Solutions,Information Technology,129 Innovation Drive,Techville,Futuristan,support@quantumsolutions.com,1234567896,Alexis Quantum,0,0,0,0,0
Mountain Trek Adventures,Tourism,303 Peak St,Adventure Town,Exploreland,info@mountaintrekadventures.com,6633445566,Adventure Holdings,0,0,0,0,0
FlowCity Innovations,Technology,820 Flow Ave.,FlowCity,TechLand,innovations@flowcity.com,9900445575,Flow Tech,0,0,0,0,0
GreenTech Solutions,Technology,123 Green Ave.,EcoTown,Greenland,info@greentech.com,8800880088,Eco Innovator,0,0,0,0,0
Fashion Forward,Retail,789 Style Blvd,Fashion Town,Trendland,support@fashionforward.com,1122334455,Chloe Trend,0,0,0,0,0
Quantum Computing Inc,Technology,707 Quantum Rd,Techville,Innovatia,support@quantumcomputing.com,1888999000,Quinn Bit,0,0,0,0,0
Skyline Capital,Finance,418 Build St,Construct City,BuildLand,capital@skyline.com,2233445599,Alex Erect,0,0,0,0,0
GreenTech Innovations,Renewable Energy,123 Windy Way,Eco Town,Greenland,support@greentech.com,1234567892,Ella Green,0,0,0,0,0
Foodies Delight,Food & Beverage,900 Gourmet Rd,Foodtown,Cuisineland,info@foodiesdelight.com,7788990011,Morgan Chef,0,0,0,0,0
Bright Future Education,Education,101 Learn Ave,Learn City,Eduworld,info@brightfuture.com,4433222211,Dr. Knowledge,0,0,0,0,0
Logistics Leaders,Logistics,258 Transport Avenue,Logistics City,Moveland,support@logisticsleaders.log,5566778899,Mover Shaker,0,0,0,0,0
Blue Ocean Ventures,Marine,10 Ocean Drive,Harbor Town,BlueLand,info@blueoceanventures.com,3456789012,Alice Johnson,0,0,0,0,0
Adventure Travels,Travel & Leisure,505 Explore Avenue,Wanderlust City,Traveland,info@adventuretravels.com,1667788990,Explore Inc.,0,0,0,0,0
Media Pioneers,Media,810 Broadcast Blvd,MediaCity,Broadcastland,info@mediapioneers.com,7418529632,Morgan Media,0,1,2,1,3
Build It Right,Construction,12000 Construct Ave,Build City,Buildland,contact@builditright.build,9123456789,Builder Bob,0,0,0,0,0
Eco Innovations,Renewable Energy,123 Solar St,Sunnytown,EcoLand,innovations@greenenergy.com,1234567890,Jamie Green,0,0,0,0,0
Edu Learn Systems,Education,404 Knowledge Rd,Learnville,Eduworld,info@edulearn.com,4567890123,Prof. Teach,0,0,0,0,0
Tech Pioneers,Technology,101 Pioneer Road,Tech Town,USA,support@techpioneers.com,1234567890,Emily Doe,0,0,0,0,0
MediCare Solutions,Healthcare,456 Health Blvd,Wellness City,HealthLand,support@medicare.com,14005557654,Health Group,0,0,0,0,0
EduSmart Learning,Education,789 Knowledge Rd.,LearnCity,EduNation,support@edusmartlearning.com,6600445566,Sam Wise,0,0,0,0,0
ConstructWell Ltd.,Construction,789 Builder Ave,Build City,Constructia,info@constructwell.com,1122334455,Alex Right,0,0,0,0,0
Vehicle Innovators,Automotive,602 Drive Ave,Car City,Autoland,contact@vehicleinnovators.auto,5678901236,Auto Driver,0,0,0,0,0
Tech Titans,Technology,1313 Innovation Rd,Tech City,Techland,info@techtitans.com,1011121314,Tina Tech,0,0,0,0,0
Green Energy Solutions,Energy,200 Solar St,Eco City,Sustainland,contact@greenenergy.solutions,9876543210,Eco Warrior,0,0,0,0,0
Tech Pioneers,Technology,1212 Innovate Blvd,Tech City,Innovland,contact@techpioneers.com,9876543221,Innovator Prime,0,0,0,0,0
Farmers United,Agriculture,712 Farm Lane,Harvest,Agroland,contact@farmersunited.org,1112131419,Farmer Unity,0,0,0,0,0
BlueWave Utility,Utilities,321 Ocean Ave,Watertown,Hydroland,info@bluewave.water,9988776655,Brook Rivers,0,0,0,0,0
MediCare Plus,Healthcare,90 Health St,Care City,Healthland,support@medicareplus.com,1556677888,Dr. Heal Good,0,0,0,0,0
TechSavvy Solutions,Technology,1010 Innovation Dr,Tech City,Innovateland,support@techsavvy.com,1212233445,Chris Tech,0,0,0,0,0
Photon Energy,Energy,656 Solar Ave,SunCity,PowerLand,info@photonenergy.com,4567890125,Taylor Sun,0,0,0,0,0
Future Tech,Technology,404 Smart St,Tech City,Innovatia,hello@futuretech.tech,1101122338,Jordan Smart,0,0,0,0,0
Fashion Forward,Fashion,1111 Style Street,Fashion City,Trendland,forward@fashionforward.fashion,3344556679,Trend Leader,0,0,0,0,0
SkyHigh Aviation,Aviation,606 Flight St.,SkyCity,SkyLand,info@skyhigh.com,9900990030,Sky Navigator,0,0,0,0,0
TravelWorld Agency,Travel,900 Journey Road,TravelCity,Voyageland,info@travelworld.com,8901234567,Traveler Globe,1,0,2,1,0
Fashion Forward,Fashion,900 Style Ave,Fashion City,Stylia,hello@fashionforward.style,1667788990,Coco Trend,0,0,0,0,0
EduLearn,Education,45 Knowledge St,Learnville,EduNation,info@edulearn.com,1122446688,Prof. John Teach,0,0,0,0,0
EduTech Pioneers,Education,202 Learning Ln,Knowledgetown,Learnland,info@edutechpioneers.edu,1555005005,Alex Learn,0,0,0,0,0
Eco Transport,Transportation,987 Eco Rd,TransitTown,EcoLand,info@ecotransport.com,9067890123,Taylor Transit,0,0,0,0,0
Foodies Delight,Food & Beverage,303 Gourmet St,Foodville,Culinaryland,info@foodiesdelight.com,1122334455,Chef Julia Cook,0,0,0,0,0
VogueVentures,Retail,8005 Style Ave,Fashion City,Trendland,hello@vogueventures.com,9988776582,Jordan T. Mode,0,0,0,0,0
HealthFirst Wellness,Healthcare,1400 Wellness Way,HealthCity,HealthLand,support@healthfirst.com,9900555566,Luca Health,0,0,0,0,0
SafeGuard Security,Security,303 Secure Way,Safetown,Protectia,contact@safeguard.com,6677889900,Taylor Guard,0,0,0,0,0
Health First,Healthcare,300 Wellness Way,Healthtown,Careland,support@healthfirst.care,1122334455,Dr. Healthy,0,0,0,0,0
BuildIt,Construction,6789 Build Ave,Construct City,Buildland,info@buildit.construct,1333000777,Alex Builder,0,0,0,0,0
GreenEnergy Corp,Energy,3000 Solar Ave,EcoCity,GreenLand,contact@greenenergycorp.com,9034567890,Bob Brown,0,0,0,0,0
Urban Builders,Urban Development,1400 City Road,Metropolis,Urbia,contact@urbanbuilders.com,3344556688,Chris Builder,0,0,0,0,0
Eco Builders,Construction,612 Build St,Construct City,Buildland,contact@ecobuilders.build,9012345683,Eco Construct,0,0,0,0,0
MediCare Services,Healthcare,111 Health Ave,CareCity,MediLand,contact@medicare.com,9900444455,Olivia Care,0,0,0,0,0
Edu Innovators,Education,1500 Knowledge Street,Knowledgetown,Learnland,info@eduinnovators.com,2233445566,Learn Corp,0,0,0,0,0
LogiTrans,Logistics,357 Transport Rd,Logi City,Moveland,info@logitrans.log,6677885544,Alex Mover,0,0,0,0,0
Fashion Forward,Retail,987 Style Ave,Fashion City,Trendland,info@fashionforward.com,1445566778,Taylor Trend,0,0,0,0,0
TechnoHarvest,Technology,100 Tech Avenue,Innovate City,Techland,info@technoharvest.com,1122334455,Sam Innovator,0,0,0,0,0
KnowledgeBase,Education,304 Learning Ln,Knowledge Town,EduNation,info@knowledgebase.com,1123581321,Morgan Scholar,0,0,0,0,0
Travel Ventures,Travel,852 Explore Ave,Adventure City,Traveland,contact@travelventures.com,6677889900,Wander Lust,0,0,0,0,0
Wellness Retreats,Healthcare,1111 Relax Rd,Healthtown,Careland,contact@wellnessretreats.com,3344556699,Morgan Relax,1,0,1,0,1
Auto Innovators Network,Automotive,612 Drive Ave,Car City,Autoland,network@autoinnovators.auto,5678901243,Network Driver,0,0,0,0,0
Tech Titans,Technology,123 Silicon Ave,Techville,Innovatia,info@techtitans.com,1234567890,Sam Innovator,0,0,0,0,0
Solaris Energi,Energy,654 Solar Avenue,SunCity,PowerLand,info@solarisenergi.com,4567890123,Casey Sun,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar Street,Greenville,EcoNation,info@greenenergysolutions.com,9876543210,Casey Green,0,0,0,0,0
TechSolutions,Technology,123 Silicon Road,Techville,Innovatia,info@techsolutions.tech,1234567890,Sam Innovate,0,0,0,0,0
Visionary Media,Media,1000 Broadcast Blvd,Media City,Mediatopia,info@visionarymedia.com,7788990014,Taylor Broadcast,0,0,0,0,0
MediCare Plus,Healthcare,7890 Health St,Wellness Town,Healthland,support@medicareplus.health,1666000444,Jordan Health,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar Street,Sunnytown,EcoLand,contact@greenenergy.eco,9900334455,Eco Friendly,0,0,0,0,0
BrightFuture Innovatons,Technology,321 Knowledge Avenue,EduCity,LearnLand,innovate@brightfuture.edu,1234567891,Liam Johnson,0,0,0,0,0
HealthFirst Partners,Healthcare,314 Wellness Way,Healthville,Mediland,info@healthfirstpartners.com,4455667794,Jordan Wellness,0,0,0,0,0
Tech Innovators Inc.,Technology,123 Tech Avenue,Techville,Techland,contact@techinnovators.tech,9023456789,Tech Leader,0,0,0,0,0
Constructive Solutons,Construction,327 Builder St.,Constructopolis,Buildland,contact@constructive.solutions,5566778895,Morgan Taylor,0,0,0,0,0
GearTech Solutions,Technology,126 Innovation Drive,Techville,Innovatia,info@geartech.com,1234567893,Morgan Tech,0,0,0,0,0
AutoDrive,Automotive,456 Motorway,Autoville,Carland,info@autodrive.com,3344556677,Drive Master,0,0,0,0,0
CloudReach Tech,Aerospace,102 Skyway Blvd.,AeroCity,Skyland,info@cloudreachtech.com,9900334457,Samuel Blue,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar St,Eco City,Sustainland,contact@greenenergysolutions.energy,9876543210,Morgan Green,0,0,0,0,0
Wellness Wonders,Healthcare,1111 Health Avenue,Wellness City,Mediland,info@wellnesswonders.com,1999000111,Dr. Wellness,0,0,0,0,0
Fresh Foods Co.,Food & Beverage,202 Market Street,Foodville,Gourmetia,contact@freshfoods.com,5566443322,Jamie Fresh,0,0,0,0,0
Edu Advance,Education,401 Knowledge Ln,Learnville,Educatia,advance@eduinnovate.com,9056789013,Prof. Learn,0,0,0,0,0
CareWell Health,Healthcare,204 Wellness Way,Healthville,Careland,support@carewellhealth.com,1987654323,Wellness Corp,0,0,0,0,0
Style Savvy,Retail,790 Style Ave,FashionTown,TrendLand,info@stylesavvy.com,3456789013,Ivy Vogue,0,0,0,0,0
Foodies Delight,Food & Beverage,321 Gourmet Ave,Taste Town,Flavorland,info@foodiesdelight.com,8899001122,Sam Flavor,0,0,0,0,0
BuildLand Developments,Construction,403 Build St,Construct City,BuildLand,info@buildlanddev.com,2233445569,Alex Builder,0,0,0,0,0
TechFlow Dynmics,Technology,808 Flow Avenue,FlowCity,TechLand,info@techflow.com,9900445566,Flow Tech,0,0,0,0,0
Innovatech Partners,Technology,124 Silicon Blvd,Techville,Innovatia,partners@innovatech.com,1122334459,Liam Partner,0,0,0,0,0
TechNova Solutions,Technology,123 Innovation Drive,TechVille,InnovateLand,info@technova.com,1234567890,Alex Innovate,0,0,0,0,0
Eco Apparel,Retail,44 Green St,Sunnytown,EcoLand,info@ecoapparel.com,1234567890,Eco Warrior,0,0,0,0,0
Media Connect,Media,900 Broadcast Blvd,Media City,Mediatown,info@mediaconnect.com,7788990011,Sam Media,0,0,0,0,0
TechCorp,Technology,100 Tech Avenue,TechCity,InnovateLand,info@techcorp.com,1234567890,Techie Smith,0,0,0,0,0
SkyHigh Airlines,Aviation,321 Flight St,Airtown,Flyland,info@skyhighairlines.com,2930313233,Pilot Sky,3,4,3,2,3
Culinary Ventures,Food & Beverage,163 Gourmet Rd,Food City,Culinaryland,info@culinaryventures.com,1556677889,Jamie Sauce,0,0,0,0,0
EcoBuild,Construction,808 Green St,Eco City,Buildland,info@ecobuild.com,9900112233,Jamie Green,0,0,0,0,0
EcoEnergy,Energy,753 Solar Street,Energy City,Powerland,contact@ecoenergy.energy,6677889900,Morgan Power,0,0,0,0,0
Green Energy Solutions,Energy,456 Green St,Eco City,GreenLand,contact@greenenergy.com,2233445566,Pat Green,0,0,0,0,0
Green Energi Solutions,Energy,123 Solar St.,Sunville,EcoLand,contact@greenenergy.com,8800123456,Eco Innovations,0,0,0,0,0
Wellness World,Healthcare,246 Health St,Wellness City,Careland,info@wellnessworld.com,9988665544,Dr. Health,0,0,0,0,0
EcoEnergy,Energy,987 Solar St,Eco City,EcoLand,contact@ecoenergy.com,9876543215,Eco Warrior,1,1,0,0,1
TravelTales,Travel,1000 Journey Ave,Travel Town,ExploreLand,contact@traveltales.com,1789012345,Riley Explorer,0,0,0,0,0
Green Energy Corp,Energy,456 Solar St,Eco City,Greenland,contact@greenenergy.green,9876543210,Eco Warrior,0,0,0,0,0
MediaBuzz,Media,606 Broadcast Blvd,MediaCity,Newsland,contact@mediabuzz.com,7788990011,Buzz Reporter,0,0,0,0,0
MediCare Health Inc.,Healthcare,808 Health Blvd,Health City,Healthland,info@medicare.health,9988776655,Care Healer,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Avenue,Techville,Innovaland,contact@techinnovators.com,1234567890,Sam Tech,0,0,0,0,0
AutoDriv,Automotive,800 Motorway,Autotown,Carland,contact@autodrive.com,5566778899,Mr. Speed,0,0,0,0,0
AgriGrowth Farm Co.,Agriculture,654 Harvest Road,Farmville,Agroland,info@agrigrowthfarmco.com,3344556678,Tom Farmer,2,2,2,1,3
Expedition Experts,Travel,226 Adventure Ave,TravelTown,WanderLand,hello@expeditionexperts.com,3344556681,Hugo Pathfinder,0,0,0,0,0
TechPioneers,Technology,140 Innovation Drive,Techville,Innovatia,info@techpioneers.com,1234567800,Jamie Gear,0,0,0,0,0
EcoLiving,Sustainability,753 Green St,Eco City,Greenland,info@ecoliving.com,3435363738,Chris Eco,0,0,0,0,0
Healthy Living Foods,Food & Beverage,808 Organic Ave,Healthytown,Nutriland,support@healthyliving.food,9900333344,Chef Green,0,0,0,0,0
WellnessLife,Healthcare,1500 Health St,HealthTown,Medland,info@wellnesslife.com,1314151617,Dr. Wellness,0,0,0,0,0
EduLearn Institue,Education,789 Knowledge Avenue,Learnville,EduNation,contact@edulearn.edu,1122334455,Learn Master,0,0,0,0,0
Fashion Forward,Fashion,111 Style Blvd,Fashion City,Stylia,contact@fashionforward.com,2111222333,Coco Style,0,0,0,0,0
StyleHub Fashion,Fashion,606 Trendy St,Fashion City,Stylia,info@stylehub.fashion,7788990011,Designer Chic,0,0,0,0,0
SolarFlare Energy,Energy,888 Solar St,SunCity,EnergyLand,contact@solarflare.com,4400440044,Sun Power,0,0,0,0,0
SkyHigh Airlines,Aviation,852 Flight Rd,Sky City,Aeroland,info@skyhigh.com,4400778899,Ava Flight,3,3,3,3,3
Artistic Creations,Art,13000 Canvas St,Art City,Creativeland,contact@artisticcreations.com,1415161718,Art Maestro,0,0,0,0,0
EduFuture Academy,Education,404 Learning Ln,Edu City,Learnland,contact@edufuture.com,1223344556,Taylor Learn,0,0,0,0,0
