entity_id,entity_flags,network_id,network_entities,network_flags,flagged,flags/entity,flagged/unflagged
EduLearn Institue,0,304,18,45,3,2.5,0.2
Smart Solutions Group,0,132,12,10,2,0.83,0.2
Smart Innovations,0,132,12,10,2,0.83,0.2
Smart Solutions,5,132,12,10,2,0.83,0.2
Pioneer Techies,0,132,12,10,2,0.83,0.2
Learning Paths,0,304,18,45,3,2.5,0.2
EduLearn Academy,21,304,18,45,3,2.5,0.2
Peak Performance,0,349,6,5,1,0.83,0.2
Bright Future Education,0,306,18,22,3,1.22,0.2
Bright Future Ltd,0,306,18,22,3,1.22,0.2
NewsWave,0,353,6,10,1,1.67,0.2
Maritime Logistics,10,381,6,10,1,1.67,0.2
GreenWorld Builders,0,51,6,31,1,5.17,0.2
BroadcastNet,0,353,6,10,1,1.67,0.2
Ivy Media Group,0,353,6,10,1,1.67,0.2
MediaHub Inc,0,353,6,10,1,1.67,0.2
BrightFuture Academy,0,306,18,22,3,1.22,0.2
FutureConstruct,0,306,18,22,3,1.22,0.2
Ivy Productions,0,353,6,10,1,1.67,0.2
PeakPerformance Mining,0,349,6,5,1,0.83,0.2
Sports Champions,0,349,6,5,1,0.83,0.2
Peak Performance Sports,0,349,6,5,1,0.83,0.2
PeakPerformance Sports,5,349,6,5,1,0.83,0.2
Seaside Logistics,0,381,6,10,1,1.67,0.2
EcoTech Manufacturing,0,198,18,22,3,1.22,0.2
RenewableTech Corp,0,224,6,11,1,1.83,0.2
Renewable Energy Inc,0,224,6,11,1,1.83,0.2
Innovate Bright,0,306,18,22,3,1.22,0.2
EcoTech Industries,0,198,18,22,3,1.22,0.2
Smart Solutons Inc,0,132,12,10,2,0.83,0.2
EcoTech Solutions,0,198,18,22,3,1.22,0.2
Artistic Innovations,0,198,18,22,3,1.22,0.2
GreenWave Technologies,0,381,6,10,1,1.67,0.2
EcoTech Innovatons,0,198,18,22,3,1.22,0.2
EcoNest Homes,0,15,18,49,3,2.72,0.2
WaveNet Systems,0,15,18,49,3,2.72,0.2
GreenWave Systems,0,381,6,10,1,1.67,0.2
GreenWave Solutions,0,381,6,10,1,1.67,0.2
Future Pathways Institute,0,306,18,22,3,1.22,0.2
Bright Future Tech,0,306,18,22,3,1.22,0.2
Luxury Living,0,239,12,6,2,0.5,0.2
Sports Stars,0,349,6,5,1,0.83,0.2
ConstructPro Builders,0,30,31,40,5,1.29,0.19
Fashion Innovate,5,30,31,40,5,1.29,0.19
TrendKreators,0,30,31,40,5,1.29,0.19
Sustainable Styles,0,30,31,40,5,1.29,0.19
Fashion Pioneers,0,30,31,40,5,1.29,0.19
WellnessFirst Health,0,117,19,46,3,2.42,0.19
EcoFashion Trends,0,30,31,40,5,1.29,0.19
TrendCreators,0,30,31,40,5,1.29,0.19
UrbanBuild Innovations,0,30,31,40,5,1.29,0.19
WellnessFirst HealthCare,0,117,19,46,3,2.42,0.19
WellnessFirst Group,0,117,19,46,3,2.42,0.19
WellnessFirst Medical,11,117,19,46,3,2.42,0.19
GreenStyle Innovations,0,30,31,40,5,1.29,0.19
WellnessFirst Healthcare,0,117,19,46,3,2.42,0.19
Style Trends,0,30,31,40,5,1.29,0.19
TechEd Solutions,0,30,31,40,5,1.29,0.19
EduPath,0,30,31,40,5,1.29,0.19
EcoFashion Tends,0,30,31,40,5,1.29,0.19
EcoChic Designs,0,30,31,40,5,1.29,0.19
StyleTrend Fashion,1,30,31,40,5,1.29,0.19
EcoFashion Designs,0,30,31,40,5,1.29,0.19
StyleTrend,2,30,31,40,5,1.29,0.19
EcoWear Collective,0,30,31,40,5,1.29,0.19
WellnessFirst Clinics,0,117,19,46,3,2.42,0.19
StyleHub Fashion,26,30,31,40,5,1.29,0.19
EcoBuild Green,0,210,26,46,4,1.77,0.18
EcoWorld Enterprises,0,210,26,46,4,1.77,0.18
EcoFreindly Goods,0,210,26,46,4,1.77,0.18
EduVate,0,210,26,46,4,1.77,0.18
EcoFriendly Products,3,210,26,46,4,1.77,0.18
EcoFriendly Innovations,0,210,26,46,4,1.77,0.18
EcoFriendly,0,210,26,46,4,1.77,0.18
EcoFriendly Creations,0,210,26,46,4,1.77,0.18
Star Media Solutions,0,210,26,46,4,1.77,0.18
EcoFriendly Corp,0,210,26,46,4,1.77,0.18
EcoFriendly Packaging,0,210,26,46,4,1.77,0.18
Eco Enterprises,0,210,26,46,4,1.77,0.18
Eco Friendly Goods,0,210,26,46,4,1.77,0.18
GreenConstruct Ltd,0,210,26,46,4,1.77,0.18
EcoFriendly Goods,5,210,26,46,4,1.77,0.18
Adventure Gear Co,0,346,13,27,2,2.08,0.18
AquaFlow Services,0,358,13,29,2,2.23,0.18
EduVision Center,0,302,13,27,2,2.08,0.18
EduLearn Institute,0,302,13,27,2,2.08,0.18
EduLern Institute,0,302,13,27,2,2.08,0.18
AgriFuture Ltd,0,70,13,15,2,1.15,0.18
Green Pastures,0,70,13,15,2,1.15,0.18
Sunshine Farmz,0,70,13,15,2,1.15,0.18
AgroPros,0,70,13,15,2,1.15,0.18
AquaFlow Systems,0,358,13,29,2,2.23,0.18
LearnTech Academy,0,302,13,27,2,2.08,0.18
Flow Dynamics,0,358,13,29,2,2.23,0.18
AquaFlow Enterprises,0,358,13,29,2,2.23,0.18
AquaFl0w Systems,0,358,13,29,2,2.23,0.18
Sunny Harvest,0,70,13,15,2,1.15,0.18
AgriPros,4,70,13,15,2,1.15,0.18
Green Pastures Ltd,11,70,13,15,2,1.15,0.18
Golden Fields,0,70,13,15,2,1.15,0.18
KnowledgeBase,0,302,13,27,2,2.08,0.18
EduLearnPro,0,302,13,27,2,2.08,0.18
Adventure Outfitters,0,346,13,27,2,2.08,0.18
Outdoor Supplies Inc,0,346,13,27,2,2.08,0.18
Adventure Gear,0,346,13,27,2,2.08,0.18
AdventureGear,0,346,13,27,2,2.08,0.18
Adventure Seekers Travel,0,346,13,27,2,2.08,0.18
Adventure Outdoors,15,346,13,27,2,2.08,0.18
Estate Innovators,0,346,13,27,2,2.08,0.18
AdventureGear Co,12,346,13,27,2,2.08,0.18
Adventure Gear Company,0,346,13,27,2,2.08,0.18
Harvest Valley,0,70,13,15,2,1.15,0.18
Knowledge Trails,0,346,13,27,2,2.08,0.18
TravelWonders Co,0,346,13,27,2,2.08,0.18
FlowTech Innovations,0,358,13,29,2,2.23,0.18
FlowDynamics Inc,0,358,13,29,2,2.23,0.18
FlowTech Enterprises,0,358,13,29,2,2.23,0.18
TasteLand Delights,0,12,14,262,2,18.71,0.17
Tech Wave Solutions,0,143,14,29,2,2.07,0.17
TechWave Enterprises,0,143,14,29,2,2.07,0.17
Foodies Inc,0,12,14,262,2,18.71,0.17
Foodies Delite,0,12,14,262,2,18.71,0.17
Travel Adventures,6,39,21,16,3,0.76,0.17
Tasteful Creations,0,12,14,262,2,18.71,0.17
TravelWings,0,39,21,16,3,0.76,0.17
Clean Energy Corp,0,39,21,16,3,0.76,0.17
Travel Trek,0,39,21,16,3,0.76,0.17
UrbanEats Catering,0,12,14,262,2,18.71,0.17
UrbanEats,14,12,14,262,2,18.71,0.17
SunPower Corp,0,221,14,7,2,0.5,0.17
Edu Innovators,6,296,14,16,2,1.14,0.17
Construct Innovators,0,296,14,16,2,1.14,0.17
BioHealth Labs,10,296,14,16,2,1.14,0.17
BioEnergy Solutions,0,296,14,16,2,1.14,0.17
TechWave,0,143,14,29,2,2.07,0.17
Build It Right,7,267,7,7,1,1.0,0.17
TechWave Systems,0,143,14,29,2,2.07,0.17
TechWave Labs,0,143,14,29,2,2.07,0.17
EcoTravel Partners,0,39,21,16,3,0.76,0.17
TravelBuild Adventures,0,39,21,16,3,0.76,0.17
CleanAir Solutions,0,39,21,16,3,0.76,0.17
TravelEasy Agency,0,39,21,16,3,0.76,0.17
NatureQuest Travels,0,39,21,16,3,0.76,0.17
AgriVision Enterprises,0,267,7,7,1,1.0,0.17
Epicurean Escape,0,267,7,7,1,1.0,0.17
ConstructiveTech,0,267,7,7,1,1.0,0.17
GreenWorld Technologies,0,216,27,98,4,3.63,0.17
EcoFuture Solutions,0,216,27,98,4,3.63,0.17
GreenCity Energy,0,216,27,98,4,3.63,0.17
GreenFuture,0,216,27,98,4,3.63,0.17
Green Transport,0,216,27,98,4,3.63,0.17
GreenPower Solutions,0,216,27,98,4,3.63,0.17
Build It Rite,0,267,7,7,1,1.0,0.17
Epicurean Escapade,0,267,7,7,1,1.0,0.17
SolarSolutions Inc,0,221,14,7,2,0.5,0.17
SolarTech Power,0,221,14,7,2,0.5,0.17
SunnyTech Innovations,0,221,14,7,2,0.5,0.17
Gourmet Express,0,12,14,262,2,18.71,0.17
Urban Eats Ltd,0,12,14,262,2,18.71,0.17
BuildLand Enterprises,0,269,21,123,3,5.86,0.17
EcoTravel Agency,0,39,21,16,3,0.76,0.17
TechWave Corp,0,143,14,29,2,2.07,0.17
TechWave Solutions,26,143,14,29,2,2.07,0.17
TechWave Solutons,0,143,14,29,2,2.07,0.17
EcoJourney Adventures,0,39,21,16,3,0.76,0.17
EcoTravl Agency,0,39,21,16,3,0.76,0.17
TravelTech Adventures,0,39,21,16,3,0.76,0.17
Clean Energi Corp,0,39,21,16,3,0.76,0.17
Adventure Planners,0,39,21,16,3,0.76,0.17
NatureAdventures,0,39,21,16,3,0.76,0.17
City Constructors,0,269,21,123,3,5.86,0.17
Construct City Builders,0,269,21,123,3,5.86,0.17
Buildtown Developers,0,269,21,123,3,5.86,0.17
Buildland Innovations,0,269,21,123,3,5.86,0.17
Urban Builders Plus,0,269,21,123,3,5.86,0.17
Buildland Builders,0,269,21,123,3,5.86,0.17
Buildland Developers,0,269,21,123,3,5.86,0.17
BuildLand Developments,0,269,21,123,3,5.86,0.17
Urban Bldrs,0,269,21,123,3,5.86,0.17
TechWave Industries,0,143,14,29,2,2.07,0.17
SolarWave Energy,0,221,14,7,2,0.5,0.17
AutoMakers Inc,0,175,14,85,2,6.07,0.17
FoodieDelight Catering,0,12,14,262,2,18.71,0.17
MediaMinds Productions,0,354,7,10,1,1.43,0.17
Media Hub,0,354,7,10,1,1.43,0.17
Auto Dynmics,0,175,14,85,2,6.07,0.17
MediaHub Network,0,354,7,10,1,1.43,0.17
Urban Eats,0,12,14,262,2,18.71,0.17
MediaMinds Agency,0,354,7,10,1,1.43,0.17
MediaHub,10,354,7,10,1,1.43,0.17
Foodies Delight Express,0,12,14,262,2,18.71,0.17
Highway Repairs,0,175,14,85,2,6.07,0.17
Auto Dynamics Plus,0,175,14,85,2,6.07,0.17
DriveTech,0,175,14,85,2,6.07,0.17
AutoDrive,52,175,14,85,2,6.07,0.17
MotorWorks Ltd,0,175,14,85,2,6.07,0.17
WellCare Clinics,0,102,22,70,3,3.18,0.16
HealthFirst Clinics,36,102,22,70,3,3.18,0.16
CareWell Health,0,102,22,70,3,3.18,0.16
WellCare Clincs,0,102,22,70,3,3.18,0.16
HealthLand Wellness,0,102,22,70,3,3.18,0.16
Wellness Health Services,0,102,22,70,3,3.18,0.16
CareFirst Health,0,102,22,70,3,3.18,0.16
Careland Health Services,0,102,22,70,3,3.18,0.16
Health Oasis,0,102,22,70,3,3.18,0.16
GreenEnergy Plus,0,205,22,98,3,4.45,0.16
Green Solutons,0,205,22,98,3,4.45,0.16
Green Solutions Inc,0,205,22,98,3,4.45,0.16
SolarFuture Energy,0,205,22,98,3,4.45,0.16
Green Solutions,0,205,22,98,3,4.45,0.16
Green Solutons Inc,0,205,22,98,3,4.45,0.16
Solar Future,0,205,22,98,3,4.45,0.16
EcoHome Supplies,0,205,22,98,3,4.45,0.16
Solar Future Corp,0,205,22,98,3,4.45,0.16
Solar Future Tech,0,205,22,98,3,4.45,0.16
Renewable Dynamics,0,205,22,98,3,4.45,0.16
Solar Future Ltd,0,205,22,98,3,4.45,0.16
Culinary Joy,0,205,22,98,3,4.45,0.16
Solar Future Inc,0,205,22,98,3,4.45,0.16
FutureTech Solutions,0,388,15,119,2,7.93,0.15
TechnoVision,0,388,15,119,2,7.93,0.15
FutureTech,0,388,15,119,2,7.93,0.15
Future Techies Inc,0,388,15,119,2,7.93,0.15
Tech Future,0,388,15,119,2,7.93,0.15
WellnessFirst,0,116,15,19,2,1.27,0.15
Future Tech Solutions,0,388,15,119,2,7.93,0.15
Innovative Insights,0,388,15,119,2,7.93,0.15
Tech Visionaries,0,388,15,119,2,7.93,0.15
Wellness First,0,116,15,19,2,1.27,0.15
BrightFuture,0,307,23,22,3,0.96,0.15
LearnTech,0,307,23,22,3,0.96,0.15
EduQuest Learning,0,307,23,22,3,0.96,0.15
Bright Future Solar,0,307,23,22,3,0.96,0.15
SmartLearn Institute,0,307,23,22,3,0.96,0.15
TechEd Pioneers,0,307,23,22,3,0.96,0.15
BrightFuture Education,18,307,23,22,3,0.96,0.15
TechnoHealth Corp,0,116,15,19,2,1.27,0.15
Bright Future,0,307,23,22,3,0.96,0.15
BrightFuture Education Ltd,0,307,23,22,3,0.96,0.15
WellnessCorp,0,116,15,19,2,1.27,0.15
WellnessFirst Clinic,0,116,15,19,2,1.27,0.15
Wellness First Clinic,0,116,15,19,2,1.27,0.15
SunPower Energy,3,219,8,3,1,0.38,0.14
Innovate Tech Group,0,134,25,32,3,1.28,0.14
TechSolutions,0,138,25,15,3,0.6,0.14
SunPower Systems,0,219,8,3,1,0.38,0.14
Sun Power,0,219,8,3,1,0.38,0.14
Innovatech Services,0,134,25,32,3,1.28,0.14
Solar Power Co,0,219,8,3,1,0.38,0.14
Innovative Techies,0,134,25,32,3,1.28,0.14
Innovative Tech,0,134,25,32,3,1.28,0.14
Innovate Tech Corp,0,134,25,32,3,1.28,0.14
Techno Solutions Inc,0,138,25,15,3,0.6,0.14
Solution Tech,0,138,25,15,3,0.6,0.14
Tech Solutions Group,0,138,25,15,3,0.6,0.14
Tech Solutions Associates,0,138,25,15,3,0.6,0.14
Tech Solutions Inc,2,138,25,15,3,0.6,0.14
Tech Solutions Corp,0,138,25,15,3,0.6,0.14
TechCorp Solutions,0,138,25,15,3,0.6,0.14
Sun Power Inc,0,219,8,3,1,0.38,0.14
BuildInnovate,0,134,25,32,3,1.28,0.14
TechSolutions Group,0,138,25,15,3,0.6,0.14
Techno Solutions,0,138,25,15,3,0.6,0.14
Tech Solutions Partners,0,138,25,15,3,0.6,0.14
WindWorks,0,372,8,10,1,1.25,0.14
BlueOcean Shipping,10,372,8,10,1,1.25,0.14
MarineWorld Adventures,0,372,8,10,1,1.25,0.14
SolarPower Inc,0,219,8,3,1,0.38,0.14
Eco Fashion,0,212,41,111,5,2.71,0.14
Innovative Tech Solutions,0,134,25,32,3,1.28,0.14
EcoCurrent Innovations,0,212,41,111,5,2.71,0.14
Innovate Tech Solutions,0,134,25,32,3,1.28,0.14
Innovate Tech,0,134,25,32,3,1.28,0.14
GreenTech Labs,0,134,25,32,3,1.28,0.14
TechSolutions Inc,0,138,25,15,3,0.6,0.14
TechCorp Solutons,0,138,25,15,3,0.6,0.14
Tech Solutions,11,138,25,15,3,0.6,0.14
TechSolutions Ltd,0,138,25,15,3,0.6,0.14
Tech Solutons Inc,0,138,25,15,3,0.6,0.14
Tech Solutons,0,138,25,15,3,0.6,0.14
Eco Innovate,0,212,41,111,5,2.71,0.14
Eco Innovations,0,212,41,111,5,2.71,0.14
Sustain Power Inc,0,212,41,111,5,2.71,0.14
Eco Future,0,212,41,111,5,2.71,0.14
RiverRun Corp,0,372,8,10,1,1.25,0.14
Innovative Tech Services,0,134,25,32,3,1.28,0.14
Aqua Ventures,0,372,8,10,1,1.25,0.14
Sustain Power Ltd,0,212,41,111,5,2.71,0.14
EcoInnovate,0,212,41,111,5,2.71,0.14
Eco Innovations Ltd,0,212,41,111,5,2.71,0.14
EcoLiving,0,212,41,111,5,2.71,0.14
BrightFuture Energy,5,212,41,111,5,2.71,0.14
UrbanFarms Ltd,0,212,41,111,5,2.71,0.14
EcoInnovations,0,212,41,111,5,2.71,0.14
GreenConstruct,0,212,41,111,5,2.71,0.14
Lunar Power,0,212,41,111,5,2.71,0.14
Innovative Tech Corp,0,134,25,32,3,1.28,0.14
Global Connect,0,138,25,15,3,0.6,0.14
RiverRun Enterprises,0,372,8,10,1,1.25,0.14
Culinary Creations Ltd,0,157,8,6,1,0.75,0.14
HealthPlus Pharma,0,7,33,49,4,1.48,0.14
HealthPlus Group,0,107,25,23,3,0.92,0.14
HealthPlus Services,0,7,33,49,4,1.48,0.14
CareMax Solutions,0,107,25,23,3,0.92,0.14
AutoSpeed Dynamics,0,186,8,14,1,1.75,0.14
AutoDrive Innovations,0,186,8,14,1,1.75,0.14
AutoDrive Tech,0,186,8,14,1,1.75,0.14
MediCare Group,0,107,25,23,3,0.92,0.14
WellnessPlus Group,0,107,25,23,3,0.92,0.14
Pet Paradise,0,18,24,227,3,9.46,0.14
Motor Innovations,0,18,24,227,3,9.46,0.14
MotorLand Services,0,18,24,227,3,9.46,0.14
Drive Dynamics,0,18,24,227,3,9.46,0.14
AutoMotive Co,0,18,24,227,3,9.46,0.14
Auto Solutions,0,18,24,227,3,9.46,0.14
HealthCare Plus,1,107,25,23,3,0.92,0.14
MediLife Services,0,7,33,49,4,1.48,0.14
HealthPlus Medical,10,7,33,49,4,1.48,0.14
AutoMotive,0,18,24,227,3,9.46,0.14
HealthPlus Pharmaceuticals,0,7,33,49,4,1.48,0.14
Wellness & Health Inc,0,7,33,49,4,1.48,0.14
HealthPlus Clinics,0,7,33,49,4,1.48,0.14
HealthFirst Associates,0,7,33,49,4,1.48,0.14
MediLyfe Services,0,7,33,49,4,1.48,0.14
HealthPlus Inc,0,7,33,49,4,1.48,0.14
HealthPlus Clinic,0,7,33,49,4,1.48,0.14
Motor Dynamics,0,171,8,18,1,2.25,0.14
GreenWheel Autos,0,18,24,227,3,9.46,0.14
Auto Innovate,0,18,24,227,3,9.46,0.14
Drive Motors,0,18,24,227,3,9.46,0.14
AutoMotive Solutions,0,18,24,227,3,9.46,0.14
WellnessWorld,0,107,25,23,3,0.92,0.14
HealthPlus Grp,0,107,25,23,3,0.92,0.14
Auto Innovate Inc,0,18,24,227,3,9.46,0.14
AutoCity Repairs,0,18,24,227,3,9.46,0.14
HealthFirst Inc,0,107,25,23,3,0.92,0.14
HealthPlus,9,7,33,49,4,1.48,0.14
AutoDrive Motors,173,18,24,227,3,9.46,0.14
AutoBuild Motors,0,18,24,227,3,9.46,0.14
Health Plus,0,7,33,49,4,1.48,0.14
Wellness Health Group,0,7,33,49,4,1.48,0.14
Care Wellness Services,0,7,33,49,4,1.48,0.14
Transport Solutions Inc,0,186,8,14,1,1.75,0.14
Nutri Foods,0,171,8,18,1,2.25,0.14
Foodies United,6,157,8,6,1,0.75,0.14
Foodies Delight Ltd,0,157,8,6,1,0.75,0.14
Foodies Delight Limited,0,157,8,6,1,0.75,0.14
Fresh Produce Partners,0,171,8,18,1,2.25,0.14
Culinary Creations Co,0,171,8,18,1,2.25,0.14
Auto Drive Innovations,0,18,24,227,3,9.46,0.14
HealthFirst Partners,0,7,33,49,4,1.48,0.14
Innovatech Partners,0,152,34,49,4,1.44,0.13
Savvy Solutions Group,0,152,34,49,4,1.44,0.13
TechVille Enterprises,17,152,34,49,4,1.44,0.13
TechLand Group,0,152,34,49,4,1.44,0.13
InnovaTech Solutions,0,152,34,49,4,1.44,0.13
Innovatech Solutions,1,152,34,49,4,1.44,0.13
TechLand Ventures,0,152,34,49,4,1.44,0.13
TechLand Venturs,0,152,34,49,4,1.44,0.13
VentureTech Labs,0,152,34,49,4,1.44,0.13
TechLand Holdings Inc,0,152,34,49,4,1.44,0.13
TechWorld Innovations,0,152,34,49,4,1.44,0.13
Gears of Innovation,0,152,34,49,4,1.44,0.13
EduLearn Kids,0,303,17,7,2,0.41,0.13
GearTech Solutions,0,152,34,49,4,1.44,0.13
TechnoPioneers,0,152,34,49,4,1.44,0.13
TechLand Holdings,0,152,34,49,4,1.44,0.13
TechLand Associates,0,152,34,49,4,1.44,0.13
EduLearn Online,0,303,17,7,2,0.41,0.13
EcoVision Optics,0,303,17,7,2,0.41,0.13
Guardians Inc,0,21,17,21,2,1.24,0.13
SecureSafe Security,0,21,17,21,2,1.24,0.13
SafeNet,0,21,17,21,2,1.24,0.13
SecureGuard,0,21,17,21,2,1.24,0.13
SafeGuard,5,21,17,21,2,1.24,0.13
Protectorate Services,0,21,17,21,2,1.24,0.13
SafeGuard Inc,0,21,17,21,2,1.24,0.13
Secure Solutions,0,21,17,21,2,1.24,0.13
Brick & Mortar Builders,0,21,17,21,2,1.24,0.13
SafeGuard Securty,0,21,17,21,2,1.24,0.13
Rainforest Ventures,0,21,17,21,2,1.24,0.13
Guardian Angels,0,21,17,21,2,1.24,0.13
SafeGuard Security,16,21,17,21,2,1.24,0.13
EduLearn Global,0,303,17,7,2,0.41,0.13
Edu Learn,0,303,17,7,2,0.41,0.13
EduLearn Pro,0,303,17,7,2,0.41,0.13
Guardians,0,21,17,21,2,1.24,0.13
EduWorld Learning,0,303,17,7,2,0.41,0.13
SafeHome Security,0,21,17,21,2,1.24,0.13
Innovative Motors,0,17,19,71,2,3.74,0.12
Energy Innovators,0,226,18,11,2,0.61,0.12
EcoLight Systems,0,226,18,11,2,0.61,0.12
Sustainable Energy Corp,5,226,18,11,2,0.61,0.12
Innovative Motors Inc,0,17,19,71,2,3.74,0.12
Green Energy Innovators,0,226,18,11,2,0.61,0.12
Eco Light Systems,0,226,18,11,2,0.61,0.12
Renewable Energy Partners,0,226,18,11,2,0.61,0.12
Redline Autos,0,17,19,71,2,3.74,0.12
Engine Creators,0,17,19,71,2,3.74,0.12
CloudReach Logistics,0,226,18,11,2,0.61,0.12
Drive Innovators,0,17,19,71,2,3.74,0.12
Green Sea Products,0,17,19,71,2,3.74,0.12
EcoLight Solutions,0,226,18,11,2,0.61,0.12
Auto Dynamics,61,17,19,71,2,3.74,0.12
Sustainland Energy Co,0,226,18,11,2,0.61,0.12
SecureTech,0,330,9,4,1,0.44,0.12
Auto Dynamics International,0,17,19,71,2,3.74,0.12
Drive Innovations,0,17,19,71,2,3.74,0.12
Secure Systems,0,330,9,4,1,0.44,0.12
SecureTech Systems,0,330,9,4,1,0.44,0.12
SecureNet Systems,0,330,9,4,1,0.44,0.12
SecureTech Solutions,4,330,9,4,1,0.44,0.12
SecureTech Security,0,330,9,4,1,0.44,0.12
Gale Energy Solutions,0,226,18,11,2,0.61,0.12
Secure Tech Solutions,0,330,9,4,1,0.44,0.12
Motor Innovators,0,17,19,71,2,3.74,0.12
Auto Pioneers,0,17,19,71,2,3.74,0.12
Creative Engines,0,17,19,71,2,3.74,0.12
Creative Engins,0,17,19,71,2,3.74,0.12
Renewable Innovations,0,226,18,11,2,0.61,0.12
BioTech Labs,0,17,19,71,2,3.74,0.12
Quantum Innovations Ltd,0,151,9,13,1,1.44,0.12
EduQuest,0,291,9,2,1,0.22,0.12
Sustainable Supplies,0,200,9,8,1,0.89,0.12
Culinary Innovations,0,165,9,11,1,1.22,0.12
Culinary Arts,0,165,9,11,1,1.22,0.12
Culinary Delights,11,165,9,11,1,1.22,0.12
Gourmet Innovators,0,165,9,11,1,1.22,0.12
FoodBuild Corp,0,165,9,11,1,1.22,0.12
Green Ventures,0,200,9,8,1,0.89,0.12
FreshBite Foods,0,158,18,263,2,14.61,0.12
Foodies Delight,248,158,18,263,2,14.61,0.12
FreshWave Foods,0,158,18,263,2,14.61,0.12
Delicious Bites,0,158,18,263,2,14.61,0.12
Media Marvels,0,200,9,8,1,0.89,0.12
EcoFriendly Manufacturing,0,200,9,8,1,0.89,0.12
Magic Media Group,0,200,9,8,1,0.89,0.12
Auto Innovators Network,0,182,9,30,1,3.33,0.12
FoodiesHub,0,165,9,11,1,1.22,0.12
Flavor Fiesta,15,158,18,263,2,14.61,0.12
Auto Innovators Partners,0,182,9,30,1,3.33,0.12
BuildTech Services,0,275,9,38,1,4.22,0.12
AdventureAdvisors,0,42,9,8,1,0.89,0.12
Journey Planners,0,42,9,8,1,0.89,0.12
JourneyPlanners,0,42,9,8,1,0.89,0.12
FreshByte Foods,0,158,18,263,2,14.61,0.12
BuildTechPro,0,275,9,38,1,4.22,0.12
BuildTech Innovations,38,275,9,38,1,4.22,0.12
BuildTech Systems,0,275,9,38,1,4.22,0.12
InnoGearz Limited,0,151,9,13,1,1.44,0.12
GreenLeaf Biotech,0,158,18,263,2,14.61,0.12
Culinary Delites,0,165,9,11,1,1.22,0.12
TastyTreats Co,0,165,9,11,1,1.22,0.12
TerraPower,0,158,18,263,2,14.61,0.12
SmartEdu Institutes,0,291,9,2,1,0.22,0.12
Quantum Innovatons,0,151,9,13,1,1.44,0.12
Auto Innovators Associates,0,182,9,30,1,3.33,0.12
Transport Innovators,0,182,9,30,1,3.33,0.12
GreenFuture Tech,0,215,19,11,2,0.58,0.12
Quantum Systems,0,151,9,13,1,1.44,0.12
Green Future,0,215,19,11,2,0.58,0.12
GreenFuture Enterprises,0,215,19,11,2,0.58,0.12
Green Future Enterprises,0,215,19,11,2,0.58,0.12
GreenFuture Inc,0,215,19,11,2,0.58,0.12
GreenFuture Solutions,0,215,19,11,2,0.58,0.12
GreenFuture Corp,0,215,19,11,2,0.58,0.12
GreenFuture Energy,6,215,19,11,2,0.58,0.12
SmartEdu Institute,0,291,9,2,1,0.22,0.12
Green Future Innovations,0,215,19,11,2,0.58,0.12
Green Future Corp,0,215,19,11,2,0.58,0.12
GreenFuture Developments,0,215,19,11,2,0.58,0.12
InnoGears Ltd,0,151,9,13,1,1.44,0.12
Quantum Innovations Inc,0,151,9,13,1,1.44,0.12
Quantum Innovations,13,151,9,13,1,1.44,0.12
InnoGearz Ltd,0,151,9,13,1,1.44,0.12
Quantum Innovations Group,0,151,9,13,1,1.44,0.12
BuildTech,0,275,9,38,1,4.22,0.12
WanderlustGuides,0,42,9,8,1,0.89,0.12
TravelExperts,0,42,9,8,1,0.89,0.12
ExpeditionExperts,0,42,9,8,1,0.89,0.12
Transport Innovators Ltd,0,182,9,30,1,3.33,0.12
Auto Innovators Alliance,0,182,9,30,1,3.33,0.12
Urban Innovations,0,155,21,22,2,1.05,0.11
Culinary Retreat,0,160,10,18,1,1.8,0.11
Culinary Cre8tions,0,160,10,18,1,1.8,0.11
Culinary Creations,18,160,10,18,1,1.8,0.11
Delightful Bites,0,156,10,6,1,0.6,0.11
GourmetGoods Inc,0,155,21,22,2,1.05,0.11
Food Fiesta,0,160,10,18,1,1.8,0.11
Flavor Haven,0,156,10,6,1,0.6,0.11
Foodies Delight Inc,0,156,10,6,1,0.6,0.11
Food Innovators,6,156,10,6,1,0.6,0.11
Food Innovators Co,0,156,10,6,1,0.6,0.11
Food Innovations,0,156,10,6,1,0.6,0.11
AquaFlow Corp,12,3,21,23,2,1.1,0.11
CulinaryCreations,0,160,10,18,1,1.8,0.11
AquaEnergy Corp,11,3,21,23,2,1.1,0.11
Sweet Tooth Factory,0,160,10,18,1,1.8,0.11
BuildSmart Corporation,0,256,21,14,2,0.67,0.11
EcoFarms,0,5,20,9,2,0.45,0.11
Green World Enterprises,0,5,20,9,2,0.45,0.11
EcoWind Turbines,0,5,20,9,2,0.45,0.11
Eco Farms,0,5,20,9,2,0.45,0.11
BioEnergy Corp,0,5,20,9,2,0.45,0.11
BioFuel Corp,0,5,20,9,2,0.45,0.11
BuildSmart Construction Co,0,256,21,14,2,0.67,0.11
BuildSmart Innovations Ltd,0,256,21,14,2,0.67,0.11
GreenBuild Developments,0,256,21,14,2,0.67,0.11
Gastronomy Getaway,0,160,10,18,1,1.8,0.11
BuildSmart Innov8tions Ltd,0,256,21,14,2,0.67,0.11
BuildSmart Group,0,256,21,14,2,0.67,0.11
BuildSmart Developments,0,256,21,14,2,0.67,0.11
BuildSmart Corp,0,256,21,14,2,0.67,0.11
