selections,protected_count
age_range:(30-40];city:Brookside;description_issue:True;product_code:F,2
age_range:(50-60];city:Meadowville;product_code:G,2
age_range:(40-50];city:Meadowville;product_code:G;service_issue:True,2
age_range:(40-50];city:Greenfield;period:2023-H2;product_code:E,2
age_range:(30-40];city:Meadowville;product_code:A,2
age_range:(20-30];city:Lakeside;delivery_issue:True;product_code:F,2
period:2022-H2;price_issue:True;product_code:H,2
age_range:(20-30];city:Hilltop;delivery_issue:True;period:2023-H2,2
age_range:(40-50];city:Seaside;quality_issue:True;service_issue:True,2
city:Lakeside;period:2023-H1;price_issue:True;quality_issue:True,2
city:Valleyview;delivery_issue:True;period:2022-H1;quality_issue:True,2
age_range:(20-30];city:Rivertown;period:2022-H2,2
city:Springfield;period:2021-H1;quality_issue:True,2
age_range:(30-40];city:Springfield;description_issue:True;product_code:B,2
city:Riverbend;period:2022-H1;product_code:F,2
city:Springfield;description_issue:True;product_code:B;quality_issue:True,2
city:Hilltown;period:2023-H2;price_issue:True;product_code:F,2
age_range:(30-40];city:Seaside;description_issue:True;price_issue:True,2
city:Riverside;description_issue:True;period:2021-H2;product_code:B,2
city:Riverside;description_issue:True;period:2023-H2;product_code:E,2
age_range:(40-50];city:Hilltown;service_issue:True,2
city:Forestville;period:2022-H1;product_code:B,2
age_range:(30-40];city:Brookside;product_code:H;quality_issue:True,2
age_range:(40-50];city:Greenfield;price_issue:True;product_code:D,2
city:Springfield;description_issue:True;period:2020-H2;product_code:E,2
city:Seaside;delivery_issue:True;period:2023-H2;product_code:E,2
age_range:(30-40];city:Springfield;description_issue:True;quality_issue:True,2
age_range:(20-30];period:2023-H2;product_code:F;service_issue:True,2
age_range:(20-30];period:2022-H2;price_issue:True;product_code:B,2
city:Seaside;period:2024-H1;price_issue:True,2
city:Hilltown;period:2023-H1;product_code:D;quality_issue:True,2
city:Valleytown;delivery_issue:True;price_issue:True;product_code:F,2
age_range:(40-50];city:Greenfield;delivery_issue:True;product_code:E,2
age_range:(40-50];city:Brookside;period:2020-H2;product_code:F,2
age_range:(40-50];city:Rivertown;period:2023-H2;product_code:E,2
age_range:(50-60];city:Rivertown;price_issue:True;product_code:H,2
city:Valleytown;delivery_issue:True;period:2023-H2;product_code:B,2
age_range:(20-30];city:Rivertown;quality_issue:True;service_issue:True,2
description_issue:True;period:2022-H1;price_issue:True;product_code:E,2
city:Springfield;period:2023-H2;product_code:B;service_issue:True,2
period:2021-H1;price_issue:True;product_code:C;service_issue:True,2
city:Springfield;description_issue:True;period:2021-H1;quality_issue:True,2
age_range:(50-60];city:Rivertown;period:2020-H1;product_code:D,2
age_range:(20-30];period:2022-H2;product_code:C;quality_issue:True,2
age_range:(20-30];city:Meadowville;description_issue:True;product_code:C,2
city:Greenfield;product_code:C;service_issue:True,2
age_range:(40-50];period:2023-H1;product_code:G;service_issue:True,2
city:Valleytown;delivery_issue:True;product_code:B,2
city:Springfield;description_issue:True;product_code:E;quality_issue:True,2
age_range:(40-50];city:Greenfield;description_issue:True;product_code:E,2
city:Riverside;delivery_issue:True;description_issue:True;product_code:F,2
city:Seaside;period:2023-H2;price_issue:True;quality_issue:True,2
age_range:(40-50];price_issue:True;product_code:G;service_issue:True,2
age_range:(20-30];city:Meadowville;description_issue:True;period:2020-H2,2
city:Hilltown;delivery_issue:True;product_code:H;quality_issue:True,2
age_range:(40-50];city:Greenfield;period:2022-H2,2
city:Meadowville;period:2023-H1;product_code:C;service_issue:True,2
age_range:(30-40];period:2021-H1;product_code:B;service_issue:True,2
age_range:(20-30];city:Lakeside;delivery_issue:True;product_code:A,2
age_range:(40-50];city:Lakeside;period:2022-H2;price_issue:True,2
age_range:(30-40];city:Riverside;product_code:F;service_issue:True,2
city:Lakeside;delivery_issue:True;price_issue:True;product_code:G,2
age_range:(30-40];city:Hilltown;period:2023-H2;product_code:H,2
age_range:(30-40];city:Springfield;delivery_issue:True;description_issue:True,2
age_range:(20-30];city:Lakeside;period:2023-H1;service_issue:True,2
city:Valleyview;delivery_issue:True;period:2022-H1,2
city:Riverside;description_issue:True;service_issue:True,2
city:Hilltown;product_code:H;service_issue:True,2
city:Seaside;delivery_issue:True;description_issue:True;service_issue:True,2
age_range:(40-50];city:Riverside;description_issue:True;product_code:B,2
age_range:(20-30];city:Riverside;period:2023-H1;product_code:B,2
delivery_issue:True;period:2022-H2;product_code:H;quality_issue:True,2
age_range:(40-50];city:Forestville;period:2023-H1,2
age_range:(40-50];city:Hilltop;product_code:G;service_issue:True,2
age_range:(50-60];period:2023-H1;product_code:F;quality_issue:True,2
age_range:(20-30];city:Meadowville;quality_issue:True,2
age_range:(20-30];city:Greenfield;product_code:G,2
city:Hilltown;period:2023-H2;price_issue:True,2
age_range:(30-40];city:Valleyview;period:2023-H1;service_issue:True,2
age_range:(30-40];city:Valleyview;quality_issue:True;service_issue:True,2
age_range:(40-50];description_issue:True;period:2023-H1;product_code:A,2
description_issue:True;period:2023-H1;product_code:B;service_issue:True,2
age_range:(20-30];city:Rivertown;product_code:A;service_issue:True,2
age_range:(30-40];delivery_issue:True;period:2023-H1;product_code:H,2
age_range:(30-40];city:Meadowland;service_issue:True,2
age_range:(30-40];period:2024-H1;price_issue:True;service_issue:True,2
age_range:(40-50];period:2022-H2;price_issue:True;product_code:B,2
city:Hilltop;period:2022-H1;product_code:G,2
age_range:(50-60];city:Rivertown;product_code:H,2
age_range:(30-40];city:Rivertown;period:2021-H1,2
age_range:(40-50];city:Meadowville;product_code:A;service_issue:True,2
city:Mountainview;delivery_issue:True;period:2021-H1;product_code:C,2
city:Greenfield;period:2022-H1;product_code:F,2
city:Rivertown;period:2023-H2;product_code:D;quality_issue:True,2
city:Valleyview;period:2023-H1;quality_issue:True;service_issue:True,2
age_range:(40-50];city:Greenfield;price_issue:True;product_code:H,2
age_range:(30-40];city:Hilltop;delivery_issue:True;product_code:E,2
age_range:(50-60];description_issue:True;price_issue:True;product_code:C,2
city:Greenfield;delivery_issue:True;product_code:F,2
age_range:(50-60];description_issue:True;period:2023-H2;product_code:E,2
age_range:(20-30];city:Riverside;description_issue:True;product_code:B,2
age_range:(50-60];description_issue:True;period:2023-H2;product_code:F,2
city:Seaside;delivery_issue:True;period:2023-H2;price_issue:True,2
city:Valleytown;delivery_issue:True;price_issue:True;service_issue:True,2
city:Mountainview;product_code:A;quality_issue:True;service_issue:True,2
city:Meadowville;period:2023-H2;product_code:C;service_issue:True,2
age_range:(40-50];city:Greenfield;price_issue:True;quality_issue:True,2
age_range:(30-40];city:Rivertown;period:2021-H1;product_code:C,2
city:Brookside;description_issue:True;price_issue:True;product_code:D,2
age_range:(20-30];description_issue:True;period:2023-H2;product_code:D,2
age_range:(50-60];city:Meadowville;product_code:G;quality_issue:True,2
age_range:(40-50];city:Greenfield;delivery_issue:True;quality_issue:True,2
age_range:(30-40];description_issue:True;period:2023-H1;product_code:D,2
age_range:(20-30];city:Mountainview;product_code:G;service_issue:True,2
age_range:(20-30];city:Valleyview;description_issue:True;service_issue:True,2
age_range:(20-30];period:2022-H1;product_code:C,2
age_range:(30-40];city:Springfield;period:2021-H1;price_issue:True,2
city:Lakeside;description_issue:True;period:2021-H2,2
period:2022-H2;price_issue:True;product_code:B,2
age_range:(30-40];description_issue:True;period:2022-H2;product_code:C,2
period:2023-H1;price_issue:True;product_code:A;service_issue:True,2
age_range:(30-40];city:Valleyview;delivery_issue:True;period:2023-H1,2
age_range:(30-40];city:Springfield;description_issue:True;product_code:C,2
age_range:(50-60];period:2023-H1;product_code:C;quality_issue:True,2
city:Springfield;delivery_issue:True;description_issue:True;product_code:B,2
age_range:(30-40];period:2022-H1;product_code:H;service_issue:True,2
age_range:(40-50];city:Valleyview;product_code:F;quality_issue:True,2
age_range:(40-50];delivery_issue:True;price_issue:True;product_code:B,2
age_range:(20-30];city:Meadowland;period:2022-H1;quality_issue:True,2
age_range:(30-40];period:2022-H2;product_code:F;quality_issue:True,2
delivery_issue:True;period:2022-H2;price_issue:True;product_code:G,2
age_range:(30-40];city:Valleyview;period:2022-H2;service_issue:True,2
city:Valleyview;period:2023-H1;product_code:D,2
age_range:(30-40];city:Meadowville;period:2022-H2;product_code:G,2
age_range:(40-50];city:Greenfield;product_code:E,2
age_range:(30-40];period:2024-H1;product_code:F;quality_issue:True,2
period:2023-H1;product_code:E;quality_issue:True;service_issue:True,2
description_issue:True;period:2023-H2;product_code:F;service_issue:True,2
age_range:(20-30];delivery_issue:True;period:2022-H2;product_code:B,2
city:Meadowville;period:2023-H1;quality_issue:True,2
city:Valleyview;delivery_issue:True;description_issue:True;period:2023-H1,2
city:Greenfield;price_issue:True;product_code:D,2
city:Lakeside;period:2022-H2;product_code:H;service_issue:True,2
age_range:(40-50];city:Rivertown;period:2023-H1;product_code:F,2
age_range:(30-40];city:Riverside;product_code:F;quality_issue:True,2
age_range:(20-30];product_code:E;quality_issue:True;service_issue:True,2
age_range:(40-50];city:Greenfield;product_code:D;quality_issue:True,2
age_range:(20-30];city:Meadowville;period:2023-H2;product_code:C,2
age_range:(20-30];city:Hilltown;delivery_issue:True;product_code:E,2
city:Hilltown;period:2023-H2;price_issue:True;service_issue:True,2
city:Springfield;description_issue:True;period:2023-H1;product_code:E,2
age_range:(30-40];city:Lakeside;period:2022-H2;product_code:A,2
city:Valleyview;delivery_issue:True;period:2022-H1;product_code:G,2
city:Brookside;description_issue:True;product_code:H;service_issue:True,2
city:Valleytown;delivery_issue:True;product_code:F,2
age_range:(40-50];period:2020-H2;price_issue:True;product_code:F,2
delivery_issue:True;description_issue:True;period:2021-H1;quality_issue:True,2
age_range:(50-60];city:Riverside;price_issue:True,2
age_range:(40-50];city:Valleyview;period:2021-H2;price_issue:True,2
age_range:(20-30];city:Valleyview;period:2023-H2;service_issue:True,2
city:Seaside;delivery_issue:True;period:2023-H1;product_code:C,2
age_range:(30-40];city:Hilltop;period:2022-H1;product_code:G,2
city:Springfield;period:2021-H1;product_code:C;quality_issue:True,2
city:Rivertown;description_issue:True;product_code:H;quality_issue:True,2
city:Riverside;delivery_issue:True;description_issue:True;product_code:E,2
city:Seaside;product_code:E;quality_issue:True;service_issue:True,2
city:Springfield;period:2023-H2;product_code:G;service_issue:True,2
age_range:(30-40];city:Springfield;description_issue:True;period:2023-H1,2
age_range:(40-50];delivery_issue:True;description_issue:True;quality_issue:True,2
city:Hilltown;product_code:H;quality_issue:True;service_issue:True,2
delivery_issue:True;period:2021-H1;product_code:C,2
delivery_issue:True;product_code:B;quality_issue:True;service_issue:True,2
city:Seaside;description_issue:True;price_issue:True,2
age_range:(20-30];city:Rivertown;product_code:D,2
age_range:(30-40];city:Meadowville;period:2023-H1;quality_issue:True,2
city:Lakeside;delivery_issue:True;product_code:H;service_issue:True,2
city:Hilltop;period:2023-H1;product_code:D;service_issue:True,2
city:Rivertown;period:2023-H2;price_issue:True;product_code:B,2
city:Seaside;description_issue:True;period:2023-H1;price_issue:True,2
age_range:(50-60];city:Springfield;product_code:E;quality_issue:True,2
city:Lakeside;period:2022-H2;price_issue:True,2
age_range:(40-50];period:2022-H1;product_code:H,2
age_range:(20-30];delivery_issue:True;period:2022-H2;product_code:F,2
city:Meadowville;price_issue:True;product_code:G;service_issue:True,2
age_range:(20-30];description_issue:True;period:2021-H2;product_code:E,2
city:Springfield;delivery_issue:True;product_code:B;service_issue:True,2
age_range:(20-30];city:Rivertown;product_code:A;quality_issue:True,2
city:Greenfield;period:2022-H2;product_code:A;quality_issue:True,2
city:Hilltop;delivery_issue:True;description_issue:True;price_issue:True,2
city:Meadowville;delivery_issue:True;product_code:H;service_issue:True,2
age_range:(40-50];city:Lakeside;product_code:B;quality_issue:True,2
city:Valleyview;delivery_issue:True;period:2023-H2;price_issue:True,2
period:2022-H1;price_issue:True;product_code:E,2
age_range:(20-30];delivery_issue:True;product_code:H;quality_issue:True,2
age_range:(20-30];city:Springfield;period:2023-H2;product_code:A,2
city:Springfield;period:2020-H2;product_code:G;service_issue:True,2
delivery_issue:True;period:2021-H1;price_issue:True;service_issue:True,2
age_range:(30-40];delivery_issue:True;description_issue:True;period:2021-H1,2
city:Hilltop;period:2022-H2;price_issue:True;product_code:D,2
age_range:(40-50];city:Riverside;period:2023-H1;product_code:F,2
age_range:(30-40];city:Valleyview;delivery_issue:True;period:2022-H1,2
age_range:(50-60];city:Rivertown;period:2023-H2;product_code:H,2
age_range:(20-30];city:Rivertown;period:2023-H1;product_code:G,2
city:Hilltop;delivery_issue:True;product_code:C;service_issue:True,2
city:Rivertown;description_issue:True;period:2023-H1;quality_issue:True,2
age_range:(30-40];city:Seaside;delivery_issue:True;product_code:E,2
age_range:(40-50];city:Mountainview;description_issue:True;period:2023-H2,2
delivery_issue:True;description_issue:True;price_issue:True;product_code:B,2
age_range:(40-50];description_issue:True;period:2023-H2;product_code:C,2
age_range:(40-50];city:Rivertown;description_issue:True;quality_issue:True,2
age_range:(20-30];city:Hilltown;price_issue:True;service_issue:True,2
age_range:(50-60];city:Lakeside;product_code:C;quality_issue:True,2
city:Lakeside;period:2023-H1;price_issue:True;service_issue:True,2
age_range:(20-30];city:Rivertown;period:2022-H2;product_code:C,2
age_range:(30-40];city:Springfield;product_code:B,2
age_range:(40-50];city:Greenfield;product_code:G;service_issue:True,2
age_range:(40-50];city:Hilltop;period:2023-H1;product_code:F,2
description_issue:True;period:2022-H1;price_issue:True;product_code:G,2
age_range:(40-50];city:Greenfield;period:2022-H1;product_code:H,2
age_range:(30-40];city:Brookside;price_issue:True;product_code:D,2
description_issue:True;period:2022-H1;product_code:C;quality_issue:True,2
period:2021-H1;quality_issue:True;service_issue:True,2
city:Hilltop;period:2023-H1;product_code:F,2
city:Greenfield;period:2022-H1;price_issue:True;product_code:H,2
city:Mountainview;description_issue:True;period:2023-H2;product_code:F,2
city:Hilltown;delivery_issue:True;period:2023-H2;product_code:F,2
city:Hilltown;period:2023-H2;product_code:H;service_issue:True,2
age_range:(30-40];city:Valleyview;period:2023-H2;service_issue:True,2
age_range:(30-40];city:Rivertown;product_code:G;quality_issue:True,2
age_range:(50-60];city:Lakeside;period:2023-H1;product_code:G,2
age_range:(50-60];description_issue:True;period:2023-H1;product_code:F,2
city:Hilltown;period:2022-H2;price_issue:True;product_code:H,2
age_range:(30-40];city:Springfield;period:2022-H1;quality_issue:True,2
city:Valleyview;delivery_issue:True;period:2023-H2;product_code:F,2
age_range:(40-50];city:Forestville;delivery_issue:True;product_code:B,2
age_range:(30-40];city:Hilltown;period:2023-H2;service_issue:True,2
city:Rivertown;price_issue:True;product_code:A;service_issue:True,2
age_range:(40-50];city:Rivertown;period:2022-H2;product_code:D,2
age_range:(40-50];city:Lakeside;delivery_issue:True;period:2023-H2,2
delivery_issue:True;product_code:E;quality_issue:True;service_issue:True,2
city:Greenfield;delivery_issue:True;description_issue:True;product_code:E,2
age_range:(50-60];city:Meadowville;quality_issue:True,2
city:Lakeside;delivery_issue:True;period:2020-H2;service_issue:True,2
age_range:(40-50];product_code:G;quality_issue:True;service_issue:True,2
age_range:(20-30];city:Rivertown;period:2023-H2;product_code:F,2
age_range:(30-40];city:Riverside;period:2022-H1;product_code:H,2
city:Greenfield;period:2020-H2;product_code:E,2
city:Hilltown;description_issue:True;period:2021-H1,2
age_range:(40-50];city:Greenfield;product_code:F,2
age_range:(20-30];city:Riverside;delivery_issue:True;product_code:B,2
city:Lakeside;period:2022-H2;service_issue:True,2
age_range:(30-40];city:Riverside;delivery_issue:True;product_code:H,2
age_range:(30-40];city:Brookside;price_issue:True;quality_issue:True,2
age_range:(40-50];period:2023-H2;product_code:G;service_issue:True,2
city:Valleyview;delivery_issue:True;price_issue:True;product_code:F,2
age_range:(20-30];city:Hilltown;description_issue:True;period:2023-H1,2
age_range:(30-40];city:Riverside;description_issue:True;period:2023-H2,2
city:Rivertown;product_code:G;quality_issue:True,2
age_range:(20-30];city:Rivertown;product_code:D;quality_issue:True,2
city:Riverside;description_issue:True;period:2023-H2;quality_issue:True,2
period:2020-H1;price_issue:True;product_code:G;quality_issue:True,2
age_range:(20-30];period:2023-H1;price_issue:True;product_code:H,2
delivery_issue:True;period:2020-H2;service_issue:True,2
age_range:(40-50];city:Seaside;delivery_issue:True;period:2023-H2,2
age_range:(20-30];period:2020-H1;product_code:H;quality_issue:True,2
age_range:(50-60];period:2020-H1;product_code:H,2
city:Lakeside;description_issue:True;period:2023-H2;product_code:B,2
city:Lakeside;delivery_issue:True;period:2023-H1;product_code:H,2
age_range:(40-50];city:Brookside;period:2023-H1;product_code:D,2
delivery_issue:True;period:2021-H1;product_code:C;quality_issue:True,2
age_range:(50-60];delivery_issue:True;period:2023-H2;product_code:E,2
city:Valleytown;delivery_issue:True;price_issue:True;product_code:B,2
city:Rivertown;delivery_issue:True;period:2020-H1,2
age_range:(30-40];city:Riverside;description_issue:True;product_code:H,2
age_range:(30-40];city:Springfield;period:2021-H1;product_code:A,2
city:Hilltop;period:2022-H2;price_issue:True;quality_issue:True,2
age_range:(30-40];city:Riverside;description_issue:True;service_issue:True,2
city:Lakeside;description_issue:True;price_issue:True;product_code:C,2
delivery_issue:True;description_issue:True;period:2021-H1;product_code:C,2
city:Seaside;description_issue:True;product_code:E;quality_issue:True,2
city:Forestville;price_issue:True;quality_issue:True,2
age_range:(40-50];city:Forestville;period:2023-H1;service_issue:True,2
city:Valleytown;price_issue:True;product_code:B,2
age_range:(20-30];city:Brookside;period:2023-H2;price_issue:True,2
city:Seaside;period:2023-H1;product_code:C,2
age_range:(40-50];city:Seaside;product_code:G;service_issue:True,2
age_range:(40-50];delivery_issue:True;description_issue:True;period:2022-H1,2
age_range:(30-40];city:Springfield;product_code:B;service_issue:True,2
age_range:(40-50];description_issue:True;period:2022-H2;product_code:E,2
city:Hilltop;price_issue:True;product_code:E;quality_issue:True,2
age_range:(30-40];city:Hilltown;period:2023-H2;price_issue:True,2
city:Seaside;period:2023-H1;product_code:C;quality_issue:True,2
age_range:(40-50];city:Valleyview;product_code:G;service_issue:True,2
description_issue:True;period:2023-H1;product_code:D;service_issue:True,2
age_range:(20-30];period:2020-H1;price_issue:True;quality_issue:True,2
city:Valleyview;period:2022-H2;quality_issue:True;service_issue:True,2
city:Hilltop;period:2023-H1;price_issue:True;product_code:F,2
city:Hilltown;delivery_issue:True;product_code:F,2
age_range:(30-40];city:Riverbend;period:2022-H1;product_code:F,2
city:Seaside;description_issue:True;period:2023-H2;quality_issue:True,2
age_range:(40-50];city:Valleyview;description_issue:True;quality_issue:True,2
city:Lakeside;period:2022-H2;price_issue:True;quality_issue:True,2
city:Hilltown;period:2023-H2;product_code:D;quality_issue:True,2
age_range:(30-40];city:Rivertown;description_issue:True;quality_issue:True,2
city:Brookside;period:2023-H1;product_code:A;service_issue:True,2
age_range:(30-40];period:2022-H1;product_code:H;quality_issue:True,2
age_range:(20-30];city:Brookside;delivery_issue:True;product_code:H,2
city:Springfield;delivery_issue:True;description_issue:True;quality_issue:True,2
city:Riverside;description_issue:True;product_code:C;service_issue:True,2
age_range:(30-40];period:2021-H2;price_issue:True,2
age_range:(40-50];city:Greenfield;period:2023-H2;quality_issue:True,2
age_range:(20-30];city:Rivertown;period:2023-H1;product_code:A,2
city:Riverside;description_issue:True;period:2021-H2;product_code:A,2
age_range:(30-40];city:Valleyview;period:2022-H2;product_code:F,2
age_range:(20-30];city:Brookside;period:2023-H1;service_issue:True,2
age_range:(40-50];city:Riverbend;description_issue:True;period:2022-H2,2
age_range:(40-50];delivery_issue:True;product_code:G;quality_issue:True,2
city:Brookside;period:2023-H2;price_issue:True;product_code:B,2
city:Hilltown;period:2022-H2;product_code:E,2
age_range:(20-30];city:Lakeside;period:2023-H1;quality_issue:True,2
age_range:(40-50];city:Riverside;product_code:B;quality_issue:True,2
age_range:(30-40];description_issue:True;period:2023-H1;product_code:H,2
age_range:(40-50];city:Rivertown;period:2021-H1,2
city:Hilltop;delivery_issue:True;period:2023-H2;product_code:G,2
age_range:(40-50];city:Lakeside;period:2021-H2;quality_issue:True,2
age_range:(20-30];description_issue:True;period:2022-H2;product_code:C,2
delivery_issue:True;description_issue:True;period:2021-H1,2
city:Lakeside;description_issue:True;price_issue:True;product_code:B,2
delivery_issue:True;period:2020-H2;product_code:G;service_issue:True,2
age_range:(30-40];period:2024-H1;price_issue:True;product_code:D,2
age_range:(30-40];city:Lakeside;period:2022-H2;service_issue:True,2
city:Riverside;period:2023-H1;product_code:C;service_issue:True,2
city:Lakeside;description_issue:True;price_issue:True;product_code:G,2
age_range:(40-50];city:Brookside;price_issue:True;product_code:D,2
age_range:(20-30];city:Forestville;description_issue:True;product_code:B,2
age_range:(40-50];period:2020-H2;product_code:F,2
age_range:(30-40];city:Riverside;product_code:F,2
age_range:(30-40];city:Hilltown;product_code:H;service_issue:True,2
age_range:(30-40];period:2023-H1;product_code:H;quality_issue:True,2
age_range:(30-40];city:Riverside;period:2023-H1;product_code:B,2
city:Hilltown;delivery_issue:True;period:2023-H1;product_code:D,2
age_range:(20-30];city:Rivertown;product_code:G;quality_issue:True,2
age_range:(20-30];city:Riverside;description_issue:True;service_issue:True,2
age_range:(40-50];city:Springfield;delivery_issue:True;product_code:G,2
city:Greenfield;period:2022-H1;product_code:B,2
city:Hilltown;period:2021-H1;service_issue:True,2
city:Valleyview;period:2021-H2;price_issue:True,2
age_range:(20-30];city:Rivertown;product_code:D;service_issue:True,2
age_range:(20-30];period:2024-H1;quality_issue:True;service_issue:True,2
age_range:(40-50];city:Springfield;delivery_issue:True;price_issue:True,2
age_range:(20-30];city:Hilltop;product_code:D;service_issue:True,2
age_range:(40-50];delivery_issue:True;period:2023-H2;product_code:B,2
age_range:(30-40];city:Meadowland;period:2023-H2;service_issue:True,2
age_range:(20-30];city:Riverside;description_issue:True;period:2023-H2,2
age_range:(30-40];city:Hilltown;period:2023-H2;product_code:D,2
age_range:(50-60];description_issue:True;product_code:C,2
city:Brookside;price_issue:True;product_code:D,2
city:Hilltown;price_issue:True;service_issue:True,2
age_range:(20-30];city:Seaside;delivery_issue:True;period:2020-H2,2
age_range:(30-40];city:Riverside;product_code:H;quality_issue:True,2
delivery_issue:True;period:2022-H2;price_issue:True;product_code:B,2
city:Springfield;delivery_issue:True;period:2021-H1;product_code:A,2
city:Riverside;description_issue:True;period:2023-H2,2
age_range:(20-30];city:Seaside;period:2020-H2,2
age_range:(20-30];city:Riverside;delivery_issue:True;service_issue:True,2
city:Riverside;period:2021-H2;product_code:A,2
age_range:(40-50];city:Hilltown;delivery_issue:True;period:2023-H2,2
city:Riverbend;period:2023-H1;price_issue:True;quality_issue:True,2
age_range:(20-30];city:Springfield;quality_issue:True;service_issue:True,2
age_range:(30-40];city:Brookside;period:2023-H2;price_issue:True,2
city:Greenfield;delivery_issue:True;product_code:H;quality_issue:True,2
age_range:(40-50];city:Hilltop;delivery_issue:True;product_code:G,2
age_range:(30-40];city:Riverside;delivery_issue:True;product_code:F,2
age_range:(40-50];city:Hilltown;period:2022-H2;product_code:E,2
age_range:(30-40];city:Brookside;period:2023-H2;product_code:B,2
city:Greenfield;period:2023-H2;product_code:H;quality_issue:True,2
city:Springfield;period:2021-H1;product_code:A,2
age_range:(40-50];city:Greenfield;delivery_issue:True;period:2022-H2,2
age_range:(30-40];city:Hilltown;delivery_issue:True;period:2023-H2,2
age_range:(50-60];description_issue:True;period:2021-H2;product_code:C,2
city:Brookside;period:2023-H1;product_code:D;service_issue:True,2
age_range:(40-50];city:Meadowville;period:2023-H1;quality_issue:True,2
city:Hilltown;delivery_issue:True;period:2021-H1,2
age_range:(30-40];city:Springfield;period:2023-H2;product_code:C,2
age_range:(30-40];city:Riverside;product_code:H,2
city:Riverside;description_issue:True;price_issue:True;service_issue:True,2
city:Riverside;period:2024-H1;product_code:E,2
delivery_issue:True;period:2022-H2;product_code:F;quality_issue:True,2
age_range:(50-60];city:Hilltop;product_code:D;service_issue:True,2
age_range:(20-30];city:Rivertown;delivery_issue:True;product_code:D,2
age_range:(40-50];city:Mountainview;price_issue:True;product_code:A,2
city:Hilltop;delivery_issue:True;product_code:G;service_issue:True,1
age_range:(30-40];city:Riverside;product_code:B;service_issue:True,1
age_range:(40-50];period:2022-H2;quality_issue:True;service_issue:True,1
city:Mountainview;delivery_issue:True;period:2023-H1;product_code:G,1
age_range:(30-40];description_issue:True;period:2022-H1,1
city:Valleyview;period:2022-H2;product_code:E,1
city:Hilltop;delivery_issue:True;product_code:E;service_issue:True,1
age_range:(30-40];city:Springfield;delivery_issue:True;period:2020-H2,1
age_range:(30-40];city:Meadowville;description_issue:True;quality_issue:True,1
city:Greenfield;period:2023-H1;price_issue:True;product_code:F,1
city:Valleyview;period:2023-H2;product_code:F;quality_issue:True,1
age_range:(40-50];city:Rivertown;delivery_issue:True;product_code:H,1
delivery_issue:True;description_issue:True;period:2023-H1;product_code:H,1
description_issue:True;price_issue:True;product_code:H;service_issue:True,1
age_range:(20-30];city:Meadowville;period:2020-H2;product_code:C,1
age_range:(50-60];period:2023-H2;price_issue:True;product_code:C,1
age_range:(20-30];city:Lakeside;period:2023-H2;product_code:B,1
city:Hilltop;period:2022-H1;product_code:B,1
age_range:(20-30];city:Hilltop;delivery_issue:True;period:2022-H1,1
age_range:(20-30];city:Springfield;delivery_issue:True;product_code:B,1
period:2023-H2;price_issue:True;product_code:H;quality_issue:True,1
age_range:(20-30];city:Meadowville;period:2023-H1;product_code:B,1
period:2022-H1;price_issue:True;product_code:H;quality_issue:True,1
age_range:(30-40];city:Meadowville;period:2023-H1;service_issue:True,1
age_range:(50-60];city:Springfield;product_code:H,1
city:Mountainview;product_code:G;quality_issue:True,1
city:Rivertown;description_issue:True;period:2023-H2;product_code:H,1
city:Greenfield;delivery_issue:True;period:2022-H1,1
age_range:(30-40];city:Hilltown;delivery_issue:True;quality_issue:True,1
city:Hilltown;description_issue:True;service_issue:True,1
age_range:(30-40];city:Brookside;delivery_issue:True;quality_issue:True,1
age_range:(40-50];city:Mountainview;delivery_issue:True;product_code:H,1
age_range:(40-50];city:Lakeside;period:2022-H2;service_issue:True,1
age_range:(30-40];city:Brookside;period:2020-H2;quality_issue:True,1
age_range:(50-60];period:2023-H2;product_code:E;quality_issue:True,1
age_range:(50-60];delivery_issue:True;period:2023-H2;product_code:C,1
city:Riverside;price_issue:True;product_code:C;service_issue:True,1
city:Meadowville;period:2023-H2;product_code:B,1
age_range:(30-40];delivery_issue:True;period:2024-H1;product_code:F,1
age_range:(30-40];city:Seaside;delivery_issue:True;product_code:A,1
age_range:(40-50];city:Rivertown;period:2023-H2;service_issue:True,1
age_range:(30-40];city:Lakeside;period:2021-H2;product_code:A,1
age_range:(30-40];period:2021-H1;product_code:G;service_issue:True,1
age_range:(20-30];city:Meadowville;price_issue:True;product_code:B,1
period:2020-H1;price_issue:True;product_code:H;quality_issue:True,1
age_range:(20-30];delivery_issue:True;period:2022-H2;product_code:G,1
age_range:(50-60];period:2023-H2;product_code:F;service_issue:True,1
age_range:(30-40];delivery_issue:True;period:2024-H1;service_issue:True,1
age_range:(30-40];city:Seaside;period:2023-H1;product_code:A,1
city:Hilltown;period:2021-H1;product_code:F,1
age_range:(20-30];city:Rivertown;price_issue:True;product_code:A,1
city:Lakeside;period:2021-H2;product_code:A,1
age_range:(20-30];city:Lakeside;delivery_issue:True;description_issue:True,1
age_range:(20-30];price_issue:True;product_code:H;quality_issue:True,1
city:Valleyview;delivery_issue:True;price_issue:True;product_code:E,1
age_range:(20-30];price_issue:True;product_code:C;service_issue:True,1
age_range:(30-40];city:Hilltown;product_code:E;quality_issue:True,1
city:Riverside;description_issue:True;period:2023-H2;service_issue:True,1
city:Brookside;delivery_issue:True;product_code:F;quality_issue:True,1
age_range:(40-50];city:Rivertown;description_issue:True;period:2023-H2,1
